6.711613852530717850e-03,2.146411091089248657e-01,7.862050086259841919e-03,5.528306216001510620e-02,2.662067860364913940e-02,6.536149233579635620e-02,9.702546522021293640e-03,2.565836766734719276e-03,2.259658277034759521e-02,4.463016614317893982e-02,4.750567302107810974e-02,5.548326671123504639e-02,9.135248139500617981e-03,1.280702743679285049e-02,2.400801051408052444e-03,1.143482048064470291e-03,1.172896474599838257e-03,1.001596916466951370e-02,1.772376417648047209e-04,5.184539128094911575e-03,8.829829096794128418e-02,2.183420062065124512e-01,5.493113026022911072e-02,2.013466879725456238e-02,1.720831915736198425e-02,2.893889131883042865e-06,8.144807361532002687e-05
5.477260955899510009e-08,3.345031291246414185e-02,3.934041981068503446e-10,1.277734781979233958e-06,3.354436159133911133e-02,4.500090144574642181e-03,9.526807116344571114e-04,1.630692167964298278e-06,5.805233377031981945e-04,8.382529616355895996e-01,2.364423312246799469e-02,4.906630492769181728e-04,1.042149870045250282e-05,1.770910057530272752e-05,3.440737117443859461e-08,2.707437261051381938e-07,3.053537511732429266e-08,2.091373289658804424e-06,8.820300934075930854e-09,1.511169926970978850e-07,6.635870784521102905e-03,4.733670502901077271e-03,1.382037880830466747e-03,4.602972418069839478e-02,5.769215989857912064e-03,1.816755473632058381e-17,5.289590276902345067e-08
2.471999141562264413e-05,9.559202226228080690e-06,1.130734048615522624e-07,5.591789886238984764e-06,1.075560152530670166e-01,5.176100239623337984e-05,1.328724436461925507e-02,3.403059963602572680e-04,5.263373721390962601e-03,6.370447874069213867e-01,1.642891764640808105e-01,8.642759639769792557e-04,3.799986416197498329e-06,8.956783858593553305e-05,7.140971774788340554e-06,1.030416711955695064e-07,3.349718369349830027e-08,6.518088048323988914e-05,1.885475285234861076e-06,1.288225575990509242e-06,1.486903784098103642e-05,1.108429569285362959e-04,3.471359013929031789e-05,1.370582822710275650e-02,5.708496645092964172e-02,4.788915375364410920e-10,1.429779222235083580e-04
2.000088104978203773e-03,5.699844332411885262e-04,4.145502771280007437e-06,1.514851373940473422e-05,2.828956209123134613e-02,1.904578493849840015e-05,8.674271106719970703e-01,6.979155540466308594e-02,9.274840354919433594e-03,9.499961510300636292e-03,9.532596915960311890e-03,4.700725185102783144e-06,1.349388298876874615e-07,3.607738960909046000e-07,4.468743645702488720e-05,7.208954144743984216e-08,1.840902541516697966e-08,9.520740131847560406e-04,1.325910602645308245e-06,2.263080677948892117e-04,9.085013152798637748e-05,9.531196155876386911e-06,4.445636659511364996e-05,1.247079035238130018e-05,8.357858750969171524e-04,1.213732048199744895e-07,1.353022293187677860e-03
1.492558681093214545e-06,4.933389718644320965e-04,9.834829568862915039e-01,2.182950487039647669e-09,7.273970226151504903e-08,6.086408120609121397e-06,6.011090241372585297e-03,9.927737119141966105e-05,1.415416477357211988e-06,3.062228017824963899e-07,2.440507814753800631e-04,5.629901424981653690e-04,3.237783019471862644e-08,1.185916480608284473e-03,1.031796782626770437e-04,1.441882923245429993e-04,3.856185125187039375e-03,6.180242166919924784e-07,1.059432923333769594e-11,5.983409891996416263e-07,5.841954589413944632e-06,1.987192717933794484e-06,3.773598466068506241e-03,7.897860143657453591e-09,2.467319063725881279e-05,2.579496729063213145e-12,1.144739532522474554e-14
2.691801455512177199e-06,3.570563649191171862e-07,9.966282248497009277e-01,1.151571341324597597e-04,6.641392974415794015e-05,7.312360050804045386e-09,2.543471964600030333e-05,8.877069035406748299e-07,1.884827157482504845e-03,1.230061719148523025e-09,4.469039893706394651e-08,9.425564348930492997e-05,1.264510451903788635e-08,2.281879751819815283e-08,5.151699588168412447e-05,1.007120299618691206e-04,1.028258120641112328e-03,6.445440590141515713e-07,8.800534190278597180e-10,2.116947728225682113e-09,7.109322019971386908e-10,3.738641340955695114e-10,5.286250603919739888e-11,5.805985097140364815e-07,1.683246431127827236e-08,8.719409064619205393e-20,2.081289168787137100e-10
1.334479185141623780e-12,2.996187674405567181e-16,1.912174373865127563e-02,9.496730566024780273e-01,1.395409565674299301e-08,4.559539391554325027e-15,3.720772656379267573e-05,9.365282380713324528e-07,2.187551444876589812e-06,8.258096073632259504e-08,6.427425978472456336e-05,5.463242530822753906e-03,9.059260980270877894e-11,1.647981480346061289e-05,2.531461231410503387e-02,2.364823885727673769e-04,3.056027253478532657e-06,1.510283891548169777e-05,1.547163981131804977e-12,8.586575894753423199e-12,2.797049484387637008e-12,1.041306537524766540e-11,1.346861097539500788e-19,5.151507139089517295e-05,2.683270550196681370e-10,1.245051308916149833e-26,6.039419731763331985e-21
3.428342552069807425e-06,7.841269300534747799e-10,5.247819423675537109e-01,4.591385126113891602e-01,2.566555501459788502e-08,8.452689845980310076e-18,1.367521006613969803e-02,3.005853386639500968e-06,5.060964536340861741e-09,2.672455821084440686e-07,7.115770017662725877e-07,1.716072089038789272e-03,1.892700033430828183e-14,3.218583515263162553e-07,6.385074811987578869e-04,6.278441560425562784e-06,1.810510184441227466e-06,3.370993727003224194e-05,3.949558013971454784e-09,1.235110486108581540e-10,1.181217079704310891e-08,6.959717361882528097e-14,6.720559345348135175e-21,2.023759293479088228e-07,8.938433326832750936e-11,1.140955401858840623e-22,7.820186962185712853e-14
1.060058707480493467e-06,7.250503131217556074e-08,2.111748326569795609e-04,5.559780597686767578e-01,2.840865043207685403e-11,6.071199308440333492e-17,4.395020306110382080e-01,1.837699755924404599e-06,2.513527306291507557e-07,9.686141274869441986e-04,2.737831891863606870e-05,7.803237167536281049e-06,8.041867519126277841e-12,7.842225500098720659e-07,1.327796344412490726e-04,5.701961927115917206e-04,1.012856773741077632e-05,2.515640109777450562e-03,1.926710382349483552e-07,3.586645107134245336e-06,3.566448114611375786e-08,1.916253544731461034e-10,6.859679117982210193e-17,6.847009353805333376e-05,1.384376085988847649e-10,1.745687780845591619e-19,5.474949920508676016e-13
7.019433211769010583e-12,5.746083049342409418e-16,2.201034077220498375e-10,3.833268692687852308e-06,2.619583051183000527e-14,9.514056158557107658e-24,9.985281229019165039e-01,2.834719198290258646e-04,1.468166566098716430e-08,2.935542397608514875e-06,2.566769835539162159e-04,2.920569341924306173e-11,4.576528826044645726e-12,1.110399480697132901e-10,6.054844707250595093e-04,8.346824529326113407e-07,9.241828635708770889e-09,3.179752675350755453e-04,5.126767343988092307e-10,8.005899762575374723e-12,4.748718345631841586e-12,6.651688070789460450e-14,2.270664806691818337e-19,6.245205668164999224e-07,1.802464292188429851e-13,6.170790593710636161e-22,1.102028179383818197e-16
